,citypair,sum_departures_performed,sum_departures_scheduled,passengers,seats,avg_fuel_price,avg_stock_price,total_operating_expense,revenue,Aircraft_Unit_Cost ($ millions USD),Aircraft_Inverse_Age 1/age (1/yrs),Number_of_Cancellations,Proportion of Seats filled,Aircraft Age (yrs),Origin_Airport_Code,Destination_Airport_Code,origin_airport_type,origin_lat,origin_long,origin_city,dest_airport_type,dest_lat,dest_long,dest_city,Route_Distance,origin_population,origin_density,dest_population,dest_density,score
97,BWI-PVD,537,570,60363,80567,57.42754359,52.84299508,19171330,22116,74,0.090909091,33,0.749227351,11,BWI,PVD,large_airport,39.1754,-76.668297,Baltimore,large_airport,41.725038,-71.425668,Warwick,327.4947933,2205092,2872.8,82666,894,17.81905535
98,BWI-PWM,273,284,29618,39647,56.59477769,53.00822626,14229909,16207,74,0.090909091,11,0.747042651,11,BWI,PWM,large_airport,39.1754,-76.668297,Baltimore,large_airport,43.646198,-70.309303,Portland,451.7777003,2205092,2872.8,2036875,1881.6,20.58029262
99,BWI-RDU,612,634,70080,91004,56.92788405,52.94213379,23815574,27265,74,0.090909091,22,0.770076041,11,BWI,RDU,large_airport,39.1754,-76.668297,Baltimore,large_airport,35.87760162,-78.78749847,Raleigh/Durham,255.4653068,2205092,2872.8,110943,,24.37095526
100,BWI-ROC,244,255,29354,34988,56.59477769,53.00822626,14229909,16207,74,0.090909091,11,0.838973362,11,BWI,ROC,large_airport,39.1754,-76.668297,Baltimore,medium_airport,43.1189,-77.672401,Rochester,277.1192276,2205092,2872.8,737309,2276.9,23.61916844
101,BWI-RSW,444,454,55107,65796,54.9292459,53.33868862,13932732,15447,74,0.090909091,10,0.837543316,11,BWI,RSW,large_airport,39.1754,-76.668297,Baltimore,large_airport,26.53619957,-81.75520325,Fort Myers,919.4338674,2205092,2872.8,84694,809.2,24.5890555
102,BWI-SAN,247,274,39243,41881,57.42754359,52.84299508,19171330,22116,74,0.090909091,27,0.93701201,11,BWI,SAN,large_airport,39.1754,-76.668297,Baltimore,large_airport,32.73360062,-117.1900024,San Diego,2294.961293,2205092,2872.8,3084174,1675.9,25.60205917
103,BWI-SAT,256,273,32407,41664,56.92788405,52.94213379,23815574,27265,74,0.090909091,17,0.77781778,11,BWI,SAT,large_airport,39.1754,-76.668297,Baltimore,large_airport,29.533701,-98.469803,San Antonio,1407.152521,2205092,2872.8,1910785,1633.5,18.30242283
104,BWI-SDF,299,310,29833,44421,57.42754359,52.84299508,19171330,22116,74,0.090909091,11,0.671596767,11,BWI,SDF,large_airport,39.1754,-76.668297,Baltimore,large_airport,38.1744,-85.736,Louisville,494.935862,2205092,2872.8,1022630,936.9,19.72703671
105,BWI-SJU,76,83,12256,13300,54.9292459,53.33868862,4644244,5149,74,0.090909091,7,0.921503759,11,BWI,SJU,large_airport,39.1754,-76.668297,Baltimore,medium_airport,18.4395,-65.9992,San Juan,7794.162024,2205092,2872.8,1915105,2982.2,18.65345734
106,BWI-SMF,1,3,173,175,54.9292459,53.33868862,4644244,5149,74,0.090909091,2,0.988571429,11,BWI,SMF,large_airport,39.1754,-76.668297,Baltimore,large_airport,38.69540024,-121.5910034,Sacramento,2395.122819,2205092,2872.8,1924167,1971.3,16.4256419
107,BWI-STL,385,405,44941,59439,56.92788405,52.94213379,23815574,27265,74,0.090909091,20,0.756086071,11,BWI,STL,large_airport,39.1754,-76.668297,Baltimore,large_airport,38.748697,-90.370003,St Louis,737.8024944,2205092,2872.8,300887,,18.57757304
108,BWI-TPA,797,842,93705,123955,56.92788405,52.94213379,23815574,27265,74,0.090909091,45,0.755959824,11,BWI,TPA,large_airport,39.1754,-76.668297,Baltimore,large_airport,27.97550011,-82.53320313,Tampa,842.2724036,2205092,2872.8,2683956,1340.7,18.52922569
109,CHS-BWI,234,243,23729,33462,54.9292459,53.33868862,4644244,5149,74,0.090909091,9,0.709132748,11,CHS,BWI,medium_airport,32.898602,-80.040497,Charleston,large_airport,39.1754,-76.668297,Baltimore,472.0732471,685517,875.3,2205092,2872.8,15.39184297
110,CHS-MDW,169,177,19502,25479,56.59477769,53.00822626,14229909,16207,74,0.090909091,8,0.765414655,11,CHS,MDW,medium_airport,32.898602,-80.040497,Charleston,large_airport,41.785999,-87.752403,Chicago,744.8835955,685517,875.3,8595181,4576.6,20.17605947
111,CLE-BWI,250,271,27182,36838,56.59477769,53.00822626,14229909,16207,74,0.090909091,21,0.737879364,11,CLE,BWI,large_airport,41.4117012,-81.84980011,Cleveland,large_airport,39.1754,-76.668297,Baltimore,314.1641476,1683059,1904,2205092,2872.8,15.89119905
112,CLE-DEN,84,89,12698,13868,54.9292459,53.33868862,9288488,10298,74,0.090909091,5,0.915633112,11,CLE,DEN,large_airport,41.4117012,-81.84980011,Cleveland,large_airport,39.86169815,-104.6729965,Denver,1200.966955,1683059,1904,2650725,1805.7,21.78759957
113,CLE-MDW,453,483,49272,66731,56.17839474,53.09084185,18874153,21356,74,0.090909091,30,0.738367475,11,CLE,MDW,large_airport,41.4117012,-81.84980011,Cleveland,large_airport,41.785999,-87.752403,Chicago,306.8012954,1683059,1904,8595181,4576.6,18.30979245
114,CLE-PHX,118,129,18255,20650,56.59477769,53.00822626,14229909,16207,74,0.090909091,11,0.88401937,11,CLE,PHX,large_airport,41.4117012,-81.84980011,Cleveland,large_airport,33.435302,-112.005905,Phoenix,1737.099524,1683059,1904,4047095,1251.8,20.61062818
115,CLT-BWI,312,329,32321,45320,56.59477769,53.00822626,14229909,16207,74,0.090909091,17,0.713172992,11,CLT,BWI,large_airport,35.2140007,-80.94309998,Charlotte,large_airport,39.1754,-76.668297,Baltimore,360.7970562,1516107,1091,2205092,2872.8,16.3675762
116,CMH-BWI,284,293,29337,43524,56.59477769,53.00822626,14229909,16207,74,0.090909091,9,0.674041908,11,CMH,BWI,large_airport,39.998001,-82.891899,Columbus,large_airport,39.1754,-76.668297,Baltimore,336.9529008,1556848,1559.5,2205092,2872.8,20.09975891
117,CMH-DEN,106,113,14163,15894,54.9292459,53.33868862,9288488,10298,74,0.090909091,7,0.891090978,11,CMH,DEN,large_airport,39.998001,-82.891899,Columbus,large_airport,39.86169815,-104.6729965,Denver,1154.05985,1556848,1559.5,2650725,1805.7,19.65196194
118,CMH-MCO,438,448,56137,64650,57.42754359,52.84299508,19171330,22116,74,0.090909091,10,0.868321732,11,CMH,MCO,large_airport,39.998001,-82.891899,Columbus,large_airport,28.42939949,-81.30899811,Orlando,802.4851179,1556848,1559.5,1927699,992,28.57481685
119,CMH-MDW,465,501,49213,66495,57.42754359,52.84299508,9585665,11058,74,0.090909091,36,0.740100759,11,CMH,MDW,large_airport,39.998001,-82.891899,Columbus,large_airport,41.785999,-87.752403,Chicago,282.7860469,1556848,1559.5,8595181,4576.6,16.41687912
120,CMH-PHX,88,93,12641,15016,58.26030948,52.6777639,14527086,16967,74,0.090909091,5,0.841835376,11,CMH,PHX,large_airport,39.998001,-82.891899,Columbus,large_airport,33.435302,-112.005905,Phoenix,1670.02114,1556848,1559.5,4047095,1251.8,20.6045405
121,CVG-BWI,317,339,26585,45331,57.42754359,52.84299508,9585665,11058,74,0.090909091,22,0.586464009,11,CVG,BWI,large_airport,39.048801,-84.667801,Cincinnati / Covington,large_airport,39.1754,-76.668297,Baltimore,429.859597,304445,,2205092,2872.8,10.26781928
122,CVG-DEN,112,116,12146,16016,57.42754359,52.84299508,9585665,11058,74,0.090909091,4,0.758366633,11,CVG,DEN,large_airport,39.048801,-84.667801,Cincinnati / Covington,large_airport,39.86169815,-104.6729965,Denver,1069.123327,304445,,2650725,1805.7,19.63109005
123,DAL-AUS,1033,1085,106521,149639,56.59477769,53.00822626,14229909,16207,74,0.090909091,52,0.711853193,11,DAL,AUS,medium_airport,32.847099,-96.851799,Dallas,large_airport,30.197535,-97.662015,Austin,188.7028521,5668165,1522.2,1659251,1165.6,17.84691861
124,DAL-BWI,435,466,57953,69821,56.92788405,52.94213379,23815574,27265,74,0.090909091,31,0.830022486,11,DAL,BWI,medium_airport,32.847099,-96.851799,Dallas,large_airport,39.1754,-76.668297,Baltimore,1208.599033,5668165,1522.2,2205092,2872.8,19.46202283
125,DAL-DEN,788,823,107809,124364,56.92788405,52.94213379,23815574,27265,74,0.090909091,35,0.866882699,11,DAL,DEN,medium_airport,32.847099,-96.851799,Dallas,large_airport,39.86169815,-104.6729965,Denver,650.7573041,5668165,1522.2,2650725,1805.7,25.63186704
126,DAL-MCO,544,571,69405,81696,56.17839474,53.09084185,18874153,21356,74,0.090909091,27,0.849551998,11,DAL,MCO,medium_airport,32.847099,-96.851799,Dallas,large_airport,28.42939949,-81.30899811,Orlando,973.4105151,5668165,1522.2,1927699,992,21.92399969
127,DAL-MDW,682,774,85858,104534,57.42754359,52.84299508,19171330,22116,74,0.090909091,92,0.821340425,11,DAL,MDW,medium_airport,32.847099,-96.851799,Dallas,large_airport,41.785999,-87.752403,Chicago,793.4738841,5668165,1522.2,8595181,4576.6,18.89206144
128,DAL-PHX,619,638,86553,98277,56.17839474,53.09084185,18874153,21356,74,0.090909091,19,0.880704539,11,DAL,PHX,medium_airport,32.847099,-96.851799,Dallas,large_airport,33.435302,-112.005905,Phoenix,878.7391039,5668165,1522.2,4047095,1251.8,27.46489341
129,DCA-AUS,55,56,6110,7865,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.776859504,11,DCA,AUS,large_airport,38.8521,-77.037697,Washington,large_airport,30.197535,-97.662015,Austin,1314.943448,4810669,4434,1659251,1165.6,21.38394952
130,DCA-MCO,210,214,28518,32526,56.59477769,53.00822626,14229909,16207,74,0.090909091,4,0.876775503,11,DCA,MCO,large_airport,38.8521,-77.037697,Washington,large_airport,28.42939949,-81.30899811,Orlando,759.1039435,4810669,4434,1927699,992,29.23966342
131,DEN-ABQ,326,334,39092,48666,57.42754359,52.84299508,19171330,22116,74,0.090909091,8,0.803271278,11,DEN,ABQ,large_airport,39.86169815,-104.6729965,Denver,medium_airport,35.040199,-106.609001,Albuquerque,349.1032835,2650725,1805.7,765693,1155.5,26.1902979
132,DEN-ALB,45,47,7093,7875,57.42754359,52.84299508,9585665,11058,74,0.090909091,2,0.900698413,11,DEN,ALB,large_airport,39.86169815,-104.6729965,Denver,medium_airport,42.74829865,-73.80169678,Albany,1609.676373,2650725,1805.7,604077,4345.3,24.62211779
133,DEN-ATL,409,428,54247,64535,57.42754359,52.84299508,19171330,22116,74,0.090909091,19,0.84058263,11,DEN,ATL,large_airport,39.86169815,-104.6729965,Denver,large_airport,33.6367,-84.428101,Atlanta,1199.257387,2650725,1805.7,5046555,1419.9,24.2939881
134,DEN-AUS,561,581,73766,84415,56.59477769,53.00822626,14229909,16207,74,0.090909091,20,0.873849434,11,DEN,AUS,large_airport,39.86169815,-104.6729965,Denver,large_airport,30.197535,-97.662015,Austin,775.1678488,2650725,1805.7,1659251,1165.6,25.75675139
135,DEN-BDL,61,64,9059,10387,56.59477769,53.00822626,14229909,16207,74,0.090909091,3,0.872147877,11,DEN,BDL,large_airport,39.86169815,-104.6729965,Denver,medium_airport,41.93851,-72.688066,Hartford,1671.049811,2650725,1805.7,907046,2722.5,22.7966018
136,DEN-BNA,521,537,74171,81735,56.92788405,52.94213379,23815574,27265,74,0.090909091,16,0.907457026,11,DEN,BNA,large_airport,39.86169815,-104.6729965,Denver,large_airport,36.12450027,-86.67819977,Nashville,1013.477943,2650725,1805.7,1098486,541.3,30.18402326
137,DEN-BOI,219,223,26277,33365,56.59477769,53.00822626,14229909,16207,74,0.090909091,4,0.787561816,11,DEN,BOI,large_airport,39.86169815,-104.6729965,Denver,medium_airport,43.5644,-116.223,Boise,648.9035942,2650725,1805.7,422665,1047.5,24.70246151
138,DEN-BOS,155,178,22657,26165,56.59477769,53.00822626,14229909,16207,74,0.090909091,23,0.865927766,11,DEN,BOS,large_airport,39.86169815,-104.6729965,Denver,large_airport,42.3643,-71.005203,Boston,1754.048061,2650725,1805.7,4208580,5505.8,19.20021234
139,DEN-BUR,209,216,26085,30879,56.59477769,53.00822626,14229909,16207,74,0.090909091,7,0.844748858,11,DEN,BUR,large_airport,39.86169815,-104.6729965,Denver,medium_airport,34.197703,-118.356378,Burbank,850.0757045,2650725,1805.7,107364,2634.1,24.08228397
140,DEN-BWI,519,556,77112,85129,56.92788405,52.94213379,23815574,27265,74,0.090909091,37,0.905825277,11,DEN,BWI,large_airport,39.86169815,-104.6729965,Denver,large_airport,39.1754,-76.668297,Baltimore,1490.96248,2650725,1805.7,2205092,2872.8,24.30959979
141,DEN-CLE,98,101,14586,17150,57.42754359,52.84299508,9585665,11058,74,0.090909091,3,0.850495627,11,DEN,CLE,large_airport,39.86169815,-104.6729965,Denver,large_airport,41.4117012,-81.84980011,Cleveland,1200.966955,2650725,1805.7,1683059,1904,24.30165351
142,DEN-CMH,127,136,17465,19217,56.17839474,53.09084185,18874153,21356,74,0.090909091,9,0.908830723,11,DEN,CMH,large_airport,39.86169815,-104.6729965,Denver,large_airport,39.998001,-82.891899,Columbus,1154.05985,2650725,1805.7,1556848,1559.5,23.27631442
143,DEN-CVG,81,83,10657,11583,54.9292459,53.33868862,4644244,5149,74,0.090909091,2,0.920055253,11,DEN,CVG,large_airport,39.86169815,-104.6729965,Denver,large_airport,39.048801,-84.667801,Cincinnati / Covington,1069.123327,2650725,1805.7,304445,,26.40657977
144,DEN-DAL,755,786,99115,111997,56.59477769,53.00822626,14229909,16207,74,0.090909091,31,0.884979062,11,DEN,DAL,large_airport,39.86169815,-104.6729965,Denver,medium_airport,32.847099,-96.851799,Dallas,650.7573041,2650725,1805.7,5668165,1522.2,25.27280434
145,DEN-DTW,139,162,18823,20581,57.42754359,52.84299508,19171330,22116,74,0.090909091,23,0.91458141,11,DEN,DTW,large_airport,39.86169815,-104.6729965,Denver,large_airport,42.21239853,-83.35340118,Detroit,1122.680464,2650725,1805.7,3522856,1871.2,23.35773932
146,DEN-ELP,88,89,8489,12584,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.674586777,11,DEN,ELP,large_airport,39.86169815,-104.6729965,Denver,medium_airport,31.80719948,-106.3779984,El Paso,563.4739085,2650725,1805.7,794344,1015.8,20.13682862
147,DEN-EWR,158,186,20824,24322,56.59477769,53.00822626,14229909,16207,74,0.090909091,28,0.85617959,11,DEN,EWR,large_airport,39.86169815,-104.6729965,Denver,large_airport,40.692501,-74.168701,Newark,1604.936286,2650725,1805.7,306247,4508.4,17.72283705
148,DEN-FLL,210,231,33074,35758,57.42754359,52.84299508,19171330,22116,74,0.090909091,21,0.924939874,11,DEN,FLL,large_airport,39.86169815,-104.6729965,Denver,large_airport,26.072599,-80.152702,Fort Lauderdale,1703.041587,2650725,1805.7,182247,2029.7,23.98031356
149,DEN-GEG,125,130,14213,18675,57.42754359,52.84299508,9585665,11058,74,0.090909091,5,0.76107095,11,DEN,GEG,large_airport,39.86169815,-104.6729965,Denver,medium_airport,47.6199,-117.533997,Spokane,835.5150626,2650725,1805.7,440270,1230.8,19.07916119
150,DEN-GRR,55,58,7342,8569,57.42754359,52.84299508,9585665,11058,74,0.090909091,3,0.856809429,11,DEN,GRR,large_airport,39.86169815,-104.6729965,Denver,medium_airport,42.88079834,-85.52279663,Grand Rapids,1014.717821,2650725,1805.7,604311,1719.6,19.28257323
151,DEN-HOU,664,706,91237,104936,57.42754359,52.84299508,19171330,22116,74,0.090909091,42,0.869453762,11,DEN,HOU,large_airport,39.86169815,-104.6729965,Denver,medium_airport,29.645399,-95.2789,Houston,882.9169527,2650725,1805.7,5650910,1394.6,21.39906642
152,DEN-IAD,233,255,34202,39815,57.42754359,52.84299508,19171330,22116,74,0.090909091,22,0.859022981,11,DEN,IAD,large_airport,39.86169815,-104.6729965,Denver,large_airport,38.9445,-77.455803,Dulles,1452.419089,2650725,1805.7,60534,,19.80763042
153,DEN-IND,326,345,47275,53626,57.42754359,52.84299508,19171330,22116,74,0.090909091,19,0.881568642,11,DEN,IND,large_airport,39.86169815,-104.6729965,Denver,large_airport,39.7173,-86.294403,Indianapolis,976.5024851,2650725,1805.7,1659305,928.2,22.88792668
154,DEN-JAX,96,99,14972,16800,57.42754359,52.84299508,9585665,11058,74,0.090909091,3,0.891190476,11,DEN,JAX,large_airport,39.86169815,-104.6729965,Denver,large_airport,30.49410057,-81.68789673,Jacksonville,1446.561767,2650725,1805.7,1220191,686.6,26.27294056
155,DEN-LAS,1023,1083,139213,159761,56.92788405,52.94213379,23815574,27265,74,0.090909091,60,0.871382878,11,DEN,LAS,large_airport,39.86169815,-104.6729965,Denver,large_airport,36.083361,-115.151817,Las Vegas,628.1218303,2650725,1805.7,2150373,1754.7,23.19221618
156,DEN-LAX,762,778,100482,112358,56.59477769,53.00822626,14229909,16207,74,0.090909091,16,0.894302141,11,DEN,LAX,large_airport,39.86169815,-104.6729965,Denver,large_airport,33.942501,-118.407997,Los Angeles,861.8566208,2650725,1805.7,12121244,3267.6,30.56013624
157,DEN-LGA,321,339,40283,45903,57.42754359,52.84299508,9585665,11058,74,0.090909091,18,0.877567915,11,DEN,LGA,large_airport,39.86169815,-104.6729965,Denver,large_airport,40.777199,-73.872597,New York,1619.517342,2650725,1805.7,18972871,10768.2,22.25545104
158,DEN-MCI,637,664,81049,91859,58.26030948,52.6777639,14527086,16967,74,0.090909091,27,0.882319642,11,DEN,MCI,large_airport,39.86169815,-104.6729965,Denver,large_airport,39.2976,-94.713898,Kansas City,532.8129346,2650725,1805.7,1644497,602.6,26.26774031
159,DEN-MCO,380,398,57907,61924,57.42754359,52.84299508,19171330,22116,74,0.090909091,18,0.93513016,11,DEN,MCO,large_airport,39.86169815,-104.6729965,Denver,large_airport,28.42939949,-81.30899811,Orlando,1546.453003,2650725,1805.7,1927699,992,29.61871852
160,DEN-MDW,889,979,119150,135831,56.92788405,52.94213379,23815574,27265,74,0.090909091,90,0.877192982,11,DEN,MDW,large_airport,39.86169815,-104.6729965,Denver,large_airport,41.785999,-87.752403,Chicago,895.3276047,2650725,1805.7,8595181,4576.6,22.68508347
161,DEN-MEM,85,86,9762,12155,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.803126285,11,DEN,MEM,large_airport,39.86169815,-104.6729965,Denver,large_airport,35.04240036,-89.97669983,Memphis,872.3184227,2650725,1805.7,1034498,1267.6,23.99326298
162,DEN-MKE,346,369,44759,51110,56.17839474,53.09084185,18874153,21356,74,0.090909091,23,0.875738603,11,DEN,MKE,large_airport,39.86169815,-104.6729965,Denver,large_airport,42.94720078,-87.89659882,Milwaukee,895.6329093,2650725,1805.7,1340981,2379,21.39306324
163,DEN-MSP,473,519,58362,69463,57.42754359,52.84299508,19171330,22116,74,0.090909091,46,0.840188302,11,DEN,MSP,large_airport,39.86169815,-104.6729965,Denver,large_airport,44.882,-93.221802,Minneapolis,679.900867,2650725,1805.7,2856952,3035.5,19.77624136
164,DEN-MSY,287,298,40099,46321,56.92788405,52.94213379,23815574,27265,74,0.090909091,11,0.865676475,11,DEN,MSY,large_airport,39.86169815,-104.6729965,Denver,large_airport,29.99340057,-90.25800323,New Orleans,1061.736724,2650725,1805.7,925443,891.2,26.53464922
165,DEN-OAK,531,555,65953,84669,56.92788405,52.94213379,23815574,27265,74,0.090909091,24,0.778950974,11,DEN,OAK,large_airport,39.86169815,-104.6729965,Denver,large_airport,37.721298,-122.221001,Oakland,957.1574387,2650725,1805.7,437548,2917.1,21.77472001
166,DEN-OKC,330,339,39909,48758,57.42754359,52.84299508,19171330,22116,74,0.090909091,9,0.818511834,11,DEN,OKC,large_airport,39.86169815,-104.6729965,Denver,medium_airport,35.393101,-97.6007,Oklahoma City,495.1544338,2650725,1805.7,994284,413.7,25.67732096
167,DEN-OMA,332,347,41944,47476,57.42754359,52.84299508,9585665,11058,74,0.090909091,15,0.883477968,11,DEN,OMA,large_airport,39.86169815,-104.6729965,Denver,medium_airport,41.3032,-95.894096,Omaha,472.2018029,2650725,1805.7,806485,1299.2,24.04811007
168,DEN-ONT,155,157,19700,24469,54.9292459,53.33868862,9288488,10298,74,0.090909091,2,0.805100331,11,DEN,ONT,large_airport,39.86169815,-104.6729965,Denver,large_airport,34.05599976,-117.6009979,Ontario,818.6204502,2650725,1805.7,175223,1376.8,25.03258869
169,DEN-PDX,437,451,60501,70395,57.42754359,52.84299508,19171330,22116,74,0.090909091,14,0.859450245,11,DEN,PDX,large_airport,39.86169815,-104.6729965,Denver,large_airport,45.58869934,-122.5979996,Portland,991.3935539,2650725,1805.7,2036875,1881.6,26.82371685
170,DEN-PHL,212,239,32721,35948,58.26030948,52.6777639,14527086,16967,74,0.090909091,27,0.910231445,11,DEN,PHL,large_airport,39.86169815,-104.6729965,Denver,large_airport,39.87189865,-75.2410965,Philadelphia,1557.554326,2650725,1805.7,5512873,4544.9,22.9121761
171,DEN-PHX,1275,1325,173401,196789,56.92788405,52.94213379,23815574,27265,74,0.090909091,50,0.881151894,11,DEN,PHX,large_airport,39.86169815,-104.6729965,Denver,large_airport,33.435302,-112.005905,Phoenix,601.5174838,2650725,1805.7,4047095,1251.8,28.17189687
172,DEN-PIT,118,120,17057,20650,57.42754359,52.84299508,9585665,11058,74,0.090909091,2,0.826004843,11,DEN,PIT,large_airport,39.86169815,-104.6729965,Denver,large_airport,40.49150085,-80.23290253,Pittsburgh,1290.065839,2650725,1805.7,1720279,2100.7,25.90661193
173,DEN-RDU,158,162,23384,26498,56.59477769,53.00822626,14229909,16207,74,0.090909091,4,0.882481697,11,DEN,RDU,large_airport,39.86169815,-104.6729965,Denver,large_airport,35.87760162,-78.78749847,Raleigh/Durham,1436.368892,2650725,1805.7,110943,,27.25465557
174,DEN-RNO,168,171,20031,24760,56.59477769,53.00822626,14229909,16207,74,0.090909091,3,0.809006462,11,DEN,RNO,large_airport,39.86169815,-104.6729965,Denver,large_airport,39.49909973,-119.7679977,Reno,804.1144948,2650725,1805.7,463328,889.9,25.62493526
175,DEN-SAN,651,669,86993,96101,56.17839474,53.09084185,18874153,21356,74,0.090909091,18,0.905224712,11,DEN,SAN,large_airport,39.86169815,-104.6729965,Denver,large_airport,32.73360062,-117.1900024,San Diego,852.8168082,2650725,1805.7,3084174,1675.9,29.84397758
176,DEN-SAT,202,222,28279,32438,56.59477769,53.00822626,14229909,16207,74,0.090909091,20,0.871786177,11,DEN,SAT,large_airport,39.86169815,-104.6729965,Denver,large_airport,29.533701,-98.469803,San Antonio,794.1704739,2650725,1805.7,1910785,1633.5,19.70588386
177,DEN-SDF,96,99,12244,14432,57.42754359,52.84299508,9585665,11058,74,0.090909091,3,0.848392461,11,DEN,SDF,large_airport,39.86169815,-104.6729965,Denver,large_airport,38.1744,-85.736,Louisville,1023.74426,2650725,1805.7,1022630,936.9,23.96051579
178,DEN-SEA,310,321,46173,52010,56.92788405,52.94213379,23815574,27265,74,0.090909091,11,0.887771582,11,DEN,SEA,large_airport,39.86169815,-104.6729965,Denver,large_airport,47.449162,-122.311134,Seattle,1024.123995,2650725,1805.7,3438221,3412.2,28.69438528
179,DEN-SFO,279,294,39521,44025,56.59477769,53.00822626,14229909,16207,74,0.090909091,15,0.897694492,11,DEN,SFO,large_airport,39.86169815,-104.6729965,Denver,large_airport,37.61899948,-122.375,San Francisco,967.0971317,2650725,1805.7,3290197,7199.4,23.3947746
180,DEN-SJC,309,325,41582,50043,56.17839474,53.09084185,18874153,21356,74,0.090909091,16,0.830925404,11,DEN,SJC,large_airport,39.86169815,-104.6729965,Denver,large_airport,37.362452,-121.929188,San Jose,948.1084839,2650725,1805.7,1729879,2229,20.70383696
181,DEN-SLC,670,692,83639,96610,56.17839474,53.09084185,18874153,21356,74,0.090909091,22,0.865738536,11,DEN,SLC,large_airport,39.86169815,-104.6729965,Denver,large_airport,40.785749,-111.979746,Salt Lake City,390.9791179,2650725,1805.7,1135344,700.3,27.20235287
182,DEN-SMF,407,431,54739,65465,56.17839474,53.09084185,18874153,21356,74,0.090909091,24,0.836156725,11,DEN,SMF,large_airport,39.86169815,-104.6729965,Denver,large_airport,38.69540024,-121.5910034,Sacramento,909.2591418,2650725,1805.7,1924167,1971.3,20.07031629
183,DEN-SNA,497,510,63947,71071,57.42754359,52.84299508,9585665,11058,74,0.090909091,13,0.89976221,11,DEN,SNA,large_airport,39.86169815,-104.6729965,Denver,large_airport,33.675701,-117.867996,Santa Ana,845.9001939,2650725,1805.7,313818,4690.9,27.43618732
184,DEN-STL,554,569,76112,87542,56.92788405,52.94213379,23815574,27265,74,0.090909091,15,0.8694341,11,DEN,STL,large_airport,39.86169815,-104.6729965,Denver,large_airport,38.748697,-90.370003,St Louis,769.573023,2650725,1805.7,300887,,28.2858935
185,DEN-TPA,341,358,51449,56283,56.92788405,52.94213379,23815574,27265,74,0.090909091,17,0.914112609,11,DEN,TPA,large_airport,39.86169815,-104.6729965,Denver,large_airport,27.97550011,-82.53320313,Tampa,1506.473096,2650725,1805.7,2683956,1340.7,27.69731243
186,DEN-TUL,214,218,25206,30602,57.42754359,52.84299508,9585665,11058,74,0.090909091,4,0.823671655,11,DEN,TUL,large_airport,39.86169815,-104.6729965,Denver,large_airport,36.19839859,-95.88809967,Tulsa,541.4127221,2650725,1805.7,715983,785.8,25.51281734
187,DEN-TUS,152,157,18760,21736,54.9292459,53.33868862,4644244,5149,74,0.090909091,5,0.863084284,11,DEN,TUS,large_airport,39.86169815,-104.6729965,Denver,medium_airport,32.115004,-110.938053,Tucson,638.7359935,2650725,1805.7,875284,873.6,21.64598971
188,DTW-BWI,209,234,22202,30335,56.59477769,53.00822626,14229909,16207,74,0.090909091,25,0.731893852,11,DTW,BWI,large_airport,42.21239853,-83.35340118,Detroit,large_airport,39.1754,-76.668297,Baltimore,408.7006859,3522856,1871.2,2205092,2872.8,14.98275047
189,DTW-DEN,139,161,19307,21893,57.42754359,52.84299508,19171330,22116,74,0.090909091,22,0.881880053,11,DTW,DEN,large_airport,42.21239853,-83.35340118,Detroit,large_airport,39.86169815,-104.6729965,Denver,1122.680464,3522856,1871.2,2650725,1805.7,21.23140428
190,DTW-MCO,11,12,1471,1573,54.9292459,53.33868862,4644244,5149,74,0.090909091,1,0.935155753,11,DTW,MCO,large_airport,42.21239853,-83.35340118,Detroit,large_airport,28.42939949,-81.30899811,Orlando,957.1114129,3522856,1871.2,1927699,992,20.8685552
191,DTW-MDW,386,414,41597,55486,58.26030948,52.6777639,14527086,16967,74,0.090909091,28,0.749684605,11,DTW,MDW,large_airport,42.21239853,-83.35340118,Detroit,large_airport,41.785999,-87.752403,Chicago,228.3458309,3522856,1871.2,8595181,4576.6,19.07242836
192,DTW-PHX,27,28,3528,4725,59.92584127,52.34730154,4941421,5909,74,0.090909091,1,0.746666667,11,DTW,PHX,large_airport,42.21239853,-83.35340118,Detroit,large_airport,33.435302,-112.005905,Phoenix,1670.452755,3522856,1871.2,4047095,1251.8,18.83413033
193,ECP-BWI,33,35,3647,4719,57.42754359,52.84299508,9585665,11058,74,0.090909091,2,0.772833227,11,ECP,BWI,medium_airport,30.357106,-85.795414,Panama City Beach,large_airport,39.1754,-76.668297,Baltimore,798.4862582,17882,254.7,2205092,2872.8,15.20229491
194,ELP-AUS,245,248,22967,36827,56.59477769,53.00822626,14229909,16207,74,0.090909091,3,0.623645695,11,ELP,AUS,medium_airport,31.80719948,-106.3779984,El Paso,large_airport,30.197535,-97.662015,Austin,528.8146479,794344,1015.8,1659251,1165.6,21.5901321
195,ELP-DEN,112,116,11807,16432,56.59477769,53.00822626,14229909,16207,74,0.090909091,4,0.718537001,11,ELP,DEN,medium_airport,31.80719948,-106.3779984,El Paso,large_airport,39.86169815,-104.6729965,Denver,563.4739085,794344,1015.8,2650725,1805.7,19.54551655
